--------- beginning of /dev/log/system 
05-19 17:11:35.445 W/ActivityManager(  374): Scheduling restart of crashed service com.google.android.apps.maps/com.google.android.location.internal.server.GoogleLocationService in 5000ms 
05-19 18:07:34.836 D/        (12519): [---null: -1---]  activity = com.pekall.emdm.launcher.Launcher
05-19 18:07:34.836 V/DefultSetContriller(12519): isLauncherDf = com.pekall.emdm.launcher
05-19 18:07:34.836 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5ef3bdac at offset 200 that is not in the object list
05-19 18:07:34.836 V/Launcher(12519): onResume1111111 
05-19 18:07:34.836 V/Launcher(12519): is logout ----> 
05-19 18:07:34.836 I/System.out(12519):  
05-19 18:07:34.836 I/System.out(12519): com.pekall.emdm.launcher.Workspace.setWallpaper(Unknown Source)
05-19 18:07:34.836 I/System.out(12519): com.pekall.emdm.launcher.Launcher.onResume(Unknown Source)
05-19 18:07:34.836 I/ActivityManager(  374): START u0 {flg=0x10000000 cmp=com.pekall.emdm.launcher/.ui.BackPersonalActivity} from pid 12519
05-19 18:07:34.844 I/System.out(12519): android.app.Instrumentation.callActivityOnResume(Instrumentation.java:1192)
05-19 18:07:34.844 I/System.out(12519): android.app.Activity.performResume(Activity.java:5211)
05-19 18:07:34.844 I/System.out(12519): android.app.ActivityThread.performResumeActivity(ActivityThread.java:2780)
05-19 18:07:34.844 I/System.out(12519): android.app.ActivityThread.handleResumeActivity(ActivityThread.java:2819)
05-19 18:07:34.844 I/System.out(12519): android.app.ActivityThread$H.handleMessage(ActivityThread.java:1298)
05-19 18:07:34.844 I/System.out(12519): android.os.Handler.dispatchMessage(Handler.java:99)
05-19 18:07:34.844 I/System.out(12519): android.os.Looper.loop(Looper.java:137)
05-19 18:07:34.844 I/System.out(12519): android.app.ActivityThread.main(ActivityThread.java:5103)
05-19 18:07:34.844 I/System.out(12519): java.lang.reflect.Method.invokeNative(Native Method)
05-19 18:07:34.844 I/System.out(12519): java.lang.reflect.Method.invoke(Method.java:525)
05-19 18:07:34.844 I/System.out(12519): com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:737)
05-19 18:07:34.844 I/System.out(12519): com.android.internal.os.ZygoteInit.main(ZygoteInit.java:553)
05-19 18:07:34.844 I/System.out(12519): dalvik.system.NativeStart.main(Native Method)
05-19 18:07:35.094 D/dalvikvm(12519): JIT unchain all for threadid=11
05-19 18:07:35.172 D/dalvikvm(12519): GC_FOR_ALLOC freed 5040K, 15% free 76605K/89076K, paused 321ms, total 325ms
05-19 18:07:35.172 D/MDM :   (12519): [null:-1]->selectErase clear pushmessage
05-19 18:07:35.203 D/MDM :   (12519): [null:-1]->selectErase clear doc
05-19 18:07:35.289 D/MDM :   (12519): [null:-1]->selectErase clear managed_app
05-19 18:07:35.313 I/SqliteDatabaseCpp(12519): sqlite returned: error code = 1, msg = no such table: app, db=/data/data/com.pekall.emdm.launcher/databases/message.db
05-19 18:07:35.313 W/System.err(12519): com.pekall.sandbox.database.sqlite.SQLiteException: no such table: app: , while compiling: SELECT package, status FROM app
05-19 18:07:35.313 W/ActivityManager(  374): Activity pause timeout for ActivityRecord{429ff6e8 u0 com.pekall.emdm.launcher/.Launcher}
05-19 18:07:35.320 W/System.err(12519): 	at com.pekall.sandbox.database.sqlite.SQLiteCompiledSql.native_compile(Native Method)
05-19 18:07:35.320 W/System.err(12519): 	at com.pekall.sandbox.database.sqlite.SQLiteCompiledSql.<init>(Unknown Source)
05-19 18:07:35.320 W/System.err(12519): 	at com.pekall.sandbox.database.sqlite.SQLiteProgram.compileSql(Unknown Source)
05-19 18:07:35.320 W/System.err(12519): 	at com.pekall.sandbox.database.sqlite.SQLiteProgram.compileAndbindAllArgs(Unknown Source)
05-19 18:07:35.320 W/System.err(12519): 	at com.pekall.sandbox.database.sqlite.SQLiteProgram.<init>(Unknown Source)
05-19 18:07:35.320 W/System.err(12519): 	at com.pekall.sandbox.database.sqlite.SQLiteProgram.<init>(Unknown Source)
05-19 18:07:35.320 W/System.err(12519): 	at com.pekall.sandbox.database.sqlite.SQLiteQuery.<init>(Unknown Source)
05-19 18:07:35.320 W/System.err(12519): 	at com.pekall.sandbox.database.sqlite.SQLiteDirectCursorDriver.query(Unknown Source)
05-19 18:07:35.320 W/System.err(12519): 	at com.pekall.sandbox.database.sqlite.SQLiteDatabase.rawQueryWithFactory(Unknown Source)
05-19 18:07:35.320 W/System.err(12519): 	at com.pekall.sandbox.database.sqlite.SQLiteDatabase.queryWithFactory(Unknown Source)
05-19 18:07:35.320 W/System.err(12519): 	at com.pekall.sandbox.database.sqlite.SQLiteDatabase.query(Unknown Source)
05-19 18:07:35.320 W/System.err(12519): 	at com.pekall.sandbox.database.sqlite.SQLiteDatabase.query(Unknown Source)
05-19 18:07:35.320 W/System.err(12519): 	at com.pekall.emdm.database.a.g(Unknown Source)
05-19 18:07:35.320 W/System.err(12519): 	at com.pekall.emdm.b.run(Unknown Source)
05-19 18:07:35.328 W/System.err(12519): 	at java.lang.Thread.run(Thread.java:841)
05-19 18:07:35.328 D/MDM :   (12519): [null:-1]->selectErase cleag app
05-19 18:07:35.328 I/SqliteDatabaseCpp(12519): sqlite returned: error code = 1, msg = no such table: app, db=/data/data/com.pekall.emdm.launcher/databases/message.db
05-19 18:07:35.328 W/dalvikvm(12519): threadid=31: thread exiting with uncaught exception (group=0x419c8700)
05-19 18:07:35.328 D/        (12519): [---null: -1---]  Thread is Thread-1112
05-19 18:07:35.328 W/System.err(12519): com.pekall.sandbox.database.sqlite.SQLiteException: no such table: app: , while compiling: DELETE FROM app
05-19 18:07:35.328 W/System.err(12519): 	at com.pekall.sandbox.database.sqlite.SQLiteCompiledSql.native_compile(Native Method)
05-19 18:07:35.328 W/System.err(12519): 	at com.pekall.sandbox.database.sqlite.SQLiteCompiledSql.<init>(Unknown Source)
05-19 18:07:35.328 W/System.err(12519): 	at com.pekall.sandbox.database.sqlite.SQLiteProgram.compileSql(Unknown Source)
05-19 18:07:35.328 W/System.err(12519): 	at com.pekall.sandbox.database.sqlite.SQLiteProgram.compileAndbindAllArgs(Unknown Source)
05-19 18:07:35.336 W/System.err(12519): 	at com.pekall.sandbox.database.sqlite.SQLiteStatement.acquireAndLock(Unknown Source)
05-19 18:07:35.336 W/System.err(12519): 	at com.pekall.sandbox.database.sqlite.SQLiteStatement.executeUpdateDelete(Unknown Source)
05-19 18:07:35.336 W/System.err(12519): 	at com.pekall.sandbox.database.sqlite.SQLiteDatabase.delete(Unknown Source)
05-19 18:07:35.336 W/System.err(12519): 	at com.pekall.emdm.database.a.e(Unknown Source)
05-19 18:07:35.336 W/System.err(12519): 	at com.pekall.emdm.b.run(Unknown Source)
05-19 18:07:35.336 W/System.err(12519): 	at java.lang.Thread.run(Thread.java:841)
05-19 18:07:35.367 D/LauncherApplication(12519): [null:-1]->onActivityPaused
05-19 18:07:35.383 D/LauncherApplication(12519): [null:-1]->onActivityPaused  updateTime
05-19 18:07:35.383 I/Choreographer(12519): Skipped 31 frames!  The application may be doing too much work on its main thread.
05-19 18:07:35.469 V/Launcher(12519): default_launcher = #Intent;launchFlags=0x10200000;component=com.android.launcher/com.android.launcher2.Launcher;end
05-19 18:07:35.469 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5ded3dac at offset 200 that is not in the object list
05-19 18:07:35.469 I/ActivityManager(  374): START u0 {act=android.intent.action.VIEW flg=0x10200000 cmp=com.android.launcher/com.android.launcher2.Launcher} from pid 12519
05-19 18:07:35.758 D/dalvikvm(12519): JIT unchain all for threadid=11
05-19 18:07:35.828 D/dalvikvm(12519): GC_FOR_ALLOC freed 303K, 11% free 80004K/89076K, paused 317ms, total 317ms
05-19 18:07:35.828 I/dalvikvm-heap(12519): Grow heap (frag case) to 78.840MB for 638672-byte allocation
05-19 18:07:35.828 W/ActivityManager(  374): Activity pause timeout for ActivityRecord{42695c70 u0 com.pekall.emdm.launcher/.ui.BackPersonalActivity}
05-19 18:07:35.945 D/dalvikvm(12519): GC_FOR_ALLOC freed 3K, 11% free 80624K/89700K, paused 111ms, total 111ms
05-19 18:07:35.984 V/LauncherApplication(12519): onActivityStarted
05-19 18:07:35.992 D/        (12519): [---null: -1---]     awsa  onActivityResumed
05-19 18:07:35.992 V/LauncherApplication(12519): 2MdmConstant.LAST_LAUNCH_TIME = 1400494055394
05-19 18:07:36.000 D/        (12519): [---null: -1---]  activity = com.pekall.emdm.ui.SplashActivity
05-19 18:07:36.008 D/LauncherApplication(12519): [null:-1]->onActivityPaused
05-19 18:07:36.016 I/Choreographer(12519): Skipped 33 frames!  The application may be doing too much work on its main thread.
05-19 18:07:36.109 D/EmailBroadcastReceiver(12519): 1111  Email receives broadcast 'com.pekall.mdm.action.SELECT_ERASE'
05-19 18:07:36.109 D/AccountProvision(12519): Process email select erase broadcast.
05-19 18:07:36.109 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5ec3bdac at offset 200 that is not in the object list
05-19 18:07:36.125 D/HomeLoaders(12519): aborting loaders
05-19 18:07:36.375 D/dalvikvm(12519): JIT unchain all for threadid=11
05-19 18:07:36.727 D/dalvikvm(12519): JIT unchain all for threadid=11
05-19 18:07:36.758 D/dalvikvm(12519): GC_EXPLICIT freed 3375K, 14% free 77297K/89700K, paused 258ms+269ms, total 634ms
05-19 18:07:36.789 V/h       (12519): Bind requested for task deleteAccount
05-19 18:07:36.797 V/MessageReceiver(12519): Received message: com.pekall.mdm.action.SELECT_ERASE
05-19 18:07:36.836 I/Choreographer(12519): Skipped 41 frames!  The application may be doing too much work on its main thread.
05-19 18:07:36.844 D/MessageCenterReceiver(12519): action is : com.pekall.mdm.action.SELECT_ERASE
05-19 18:07:36.844 D/MessageProvider(12519): uri is content://com.pekall.emdm.message/message
05-19 18:07:36.867 W/Parcel  ( 1661): Attempt to read object from Parcel 0x6003bdac at offset 200 that is not in the object list
05-19 18:07:36.875 D/MessageProvider(12519): delete all message
05-19 18:07:36.875 D/MessageCenterReceiver(12519): uri is : content://com.pekall.emdm.message/message  , count is 9
05-19 18:07:36.875 V/h       (12519): Connected: com.pekall.semail.service.AccountService
05-19 18:07:36.883 W/AccountService(12519): There's no account.
05-19 18:07:36.891 V/h       (12519): Task deleteAccount completed; disconnecting
05-19 18:07:36.899 I/Email   (12519): Notifications being toggled: false
05-19 18:07:36.899 W/ActivityManager(  374): Unable to start service Intent { cmp=com.pekall.emdm.launcher/com.pekall.semail.service.AttachmentDownloadService } U=0: not found
05-19 18:07:37.484 W/Parcel  ( 1661): Attempt to read object from Parcel 0x6013bdac at offset 200 that is not in the object list
05-19 18:07:37.484 I/ActivityManager(  374): START u0 {cmp=com.pekall.emdm.launcher/com.pekall.emdm.ui.ActiveDeviceAdminActivity} from pid 12519
05-19 18:07:54.375 I/PowerManagerService(  374): Waking up from sleep...
05-19 18:07:54.492 I/WindowManager(  374): Lock screen displayed!
05-19 18:07:54.539 W/Parcel  ( 1661): Attempt to read object from Parcel 0x6003bdac at offset 200 that is not in the object list
05-19 18:07:54.539 W/Parcel  ( 1661): Attempt to read object from Parcel 0x6013bdac at offset 200 that is not in the object list
05-19 18:07:54.633 V/DigitalWidgetViewsFactory( 2455): DigitalWidget sets next alarm string to null
05-19 18:07:54.656 W/Settings( 1661): Setting airplane_mode_on has moved from android.provider.Settings.System to android.provider.Settings.Global, returning read-only value.
05-19 18:07:54.688 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5ef3bdac at offset 200 that is not in the object list
05-19 18:07:54.766 D/PowerManagerService-JNI(  374): Excessive delay in autosuspend_disable() while turning screen on: 371ms
05-19 18:07:54.828 D/PowerManagerService-JNI(  374): Excessive delay in setInteractive(true) while turning screen on: 57ms
05-19 18:07:54.844 D/dalvikvm(  374): GC_CONCURRENT freed 2509K, 30% free 19481K/27564K, paused 4ms+13ms, total 135ms
05-19 18:07:54.883 D/SurfaceFlinger(  124): Screen acquired, type=0 flinger=0x40e95478
05-19 18:07:54.977 D/LightsService(  374): Excessive delay setting light: 93ms
05-19 18:08:02.695 D/PhoneStatusBar(  448): disable: < expand icons alerts ticker system_info BACK HOME recent* CLOCK search* >
05-19 18:08:02.703 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5ded3dac at offset 200 that is not in the object list
05-19 18:08:02.711 D/NfcService(  568): NFC-C ON
05-19 18:08:02.727 I/uninstall(10785): SelfUninstallManager -> initUninstallTask
05-19 18:08:02.727 I/uninstall(10785): initUninstallTask init is running, return
05-19 18:08:02.742 W/Parcel  ( 1661): Attempt to read object from Parcel 0x6013bdac at offset 200 that is not in the object list
05-19 18:08:02.766 D/PhoneStatusBar(  448): disable: < expand icons alerts ticker system_info back* home* recent clock* search >
05-19 18:08:02.766 W/InputMethodManagerService(  374): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@42675ff8 attribute=android.view.inputmethod.EditorInfo@42643988, token = android.os.BinderProxy@42942f70
05-19 18:08:02.945 D/dalvikvm(10683): GC_CONCURRENT freed 463K, 5% free 9876K/10380K, paused 10ms+6ms, total 49ms
05-19 18:08:02.945 D/dalvikvm(10683): WAIT_FOR_CONCURRENT_GC blocked 3ms
05-19 18:08:03.016 I/RootJni (10683): /system/bin/su
05-19 18:08:03.211 V/TAG     (  374): bug 7643792: fitSystemWindows([0,50][0,0])
05-19 18:08:03.391 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5dfd3dac at offset 200 that is not in the object list
05-19 18:08:03.406 D/dalvikvm(10683): GC_CONCURRENT freed 716K, 8% free 9549K/10380K, paused 2ms+2ms, total 25ms
05-19 18:08:04.172 D/su      (15694): starting daemon client 10074 10074
05-19 18:08:04.188 D/su      (15695): connecting client 15694 
05-19 18:08:04.188 D/su      (15698): remote pid: 15694 
05-19 18:08:04.195 D/su      (15699): remote atty: 0 
05-19 18:08:04.203 D/su      (15700): remote uid: 10074 
05-19 18:08:04.203 D/su      (15701): remote req pid: 10683 
05-19 18:08:04.211 D/su      (15702): mkfifo outfile 
05-19 18:08:04.219 D/su      (15703): mkfifo errfile 
05-19 18:08:04.219 D/su      (15704): mkfifo infile 
05-19 18:08:04.227 D/su      (15705): chmod file 
05-19 18:08:04.227 D/su      (15706): write file 
05-19 18:08:04.234 D/su      (15708): waiting for child exit 
05-19 18:08:04.570 D/AndroidRuntime(15712): 
05-19 18:08:04.570 D/AndroidRuntime(15712): >>>>>> AndroidRuntime START com.android.internal.os.RuntimeInit <<<<<<
05-19 18:08:04.570 D/AndroidRuntime(15712): CheckJNI is OFF
05-19 18:08:04.586 D/dalvikvm(15712): Trying to load lib libjavacore.so 0x0
05-19 18:08:04.586 D/dalvikvm(15712): Added shared lib libjavacore.so 0x0
05-19 18:08:04.602 D/dalvikvm(15712): Trying to load lib libnativehelper.so 0x0
05-19 18:08:04.602 D/dalvikvm(15712): Added shared lib libnativehelper.so 0x0
05-19 18:08:04.789 D/AndroidRuntime(15712): Calling main entry com.android.commands.am.Am
05-19 18:08:04.789 D/dalvikvm(15712): Note: class Landroid/app/ActivityManagerNative; has 163 unimplemented (abstract) methods
05-19 18:08:04.813 I/ActivityManager(  374): Start proc com.qihoo.root for broadcast com.qihoo.root/.SuRequestReceiver: pid=15722 uid=10072 gids={50072, 1015, 3003, 1028}
05-19 18:08:04.820 I/dalvikvm(15722): Turning on JNI app bug workarounds for target SDK version 7...
05-19 18:08:04.867 D/dalvikvm(15722): Trying to load lib /data/data/com.qihoo.root/lib/libnativeutil.so 0x4227ebb8
05-19 18:08:04.867 D/dalvikvm(15722): Added shared lib /data/data/com.qihoo.root/lib/libnativeutil.so 0x4227ebb8
05-19 18:08:04.969 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5ec3bdac at offset 200 that is not in the object list
05-19 18:08:04.969 I/ActivityManager(  374): START u0 {flg=0x10000000 cmp=com.qihoo.root/.SuRequestActivity (has extras)} from pid 15722
05-19 18:08:05.024 D/AndroidRuntime(15712): Shutting down VM
05-19 18:08:05.031 D/dalvikvm(15712): GC_CONCURRENT freed 92K, 16% free 516K/612K, paused 0ms+0ms, total 3ms
05-19 18:08:05.070 D/dalvikvm(15722): GC_CONCURRENT freed 246K, 4% free 9118K/9404K, paused 2ms+3ms, total 26ms
05-19 18:08:05.274 D/dalvikvm(10683): GC_FOR_ALLOC freed 109K, 8% free 9627K/10380K, paused 24ms, total 24ms
05-19 18:08:05.274 I/dalvikvm-heap(10683): Grow heap (frag case) to 9.648MB for 221232-byte allocation
05-19 18:08:05.297 D/dalvikvm(10683): GC_FOR_ALLOC freed 0K, 8% free 9843K/10600K, paused 30ms, total 30ms
05-19 18:08:05.305 V/PhoneStatusBar(  448): setLightsOn(true)
05-19 18:08:05.383 I/ActivityManager(  374): Displayed com.qihoo.root/.SuRequestActivity: +366ms (total +1m7s918ms)
05-19 18:08:05.742 I/ActivityManager(  374): Start proc com.pekall.emdm.launcher:remote for service com.pekall.emdm.launcher/com.baidu.location.f: pid=15737 uid=10066 gids={50066, 1015, 3002, 3001, 3003, 1028}
05-19 18:08:05.750 D/dalvikvm(15737): Late-enabling CheckJNI
05-19 18:08:05.805 D/ScClassLoader(15737): >> SOURCE FILE: /data/data/com.pekall.emdm.launcher/app_jars/sc-jdk15on-1.47.0.2.dex.jar
05-19 18:08:05.805 V/MyServiceConnection(15737): [SConnection] sandbox service is NOT installed.
05-19 18:08:05.805 V/MyServiceConnection(15737): [SConnection] binding service: pekall.intent.action.SANDBOX_SERVICE
05-19 18:08:05.859 D/dalvikvm(15737): GC_CONCURRENT freed 97K, 2% free 9335K/9472K, paused 3ms+4ms, total 35ms
05-19 18:08:05.859 D/dalvikvm(15737): WAIT_FOR_CONCURRENT_GC blocked 11ms
05-19 18:08:05.859 D/dalvikvm(15737): WAIT_FOR_CONCURRENT_GC blocked 4ms
05-19 18:08:05.867 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5ef3bdac at offset 200 that is not in the object list
05-19 18:08:05.867 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5dfd3dac at offset 200 that is not in the object list
05-19 18:08:05.867 D/Email   (15737): Email: init sandbox at the beginning.
05-19 18:08:05.867 V/MyServiceConnection(15737): [SConnection] retry to bind service
05-19 18:08:05.867 V/MyServiceConnection(15737): [SConnection] sandbox service is NOT installed.
05-19 18:08:05.867 V/MyServiceConnection(15737): [SConnection] binding service: pekall.intent.action.SANDBOX_SERVICE
05-19 18:08:05.875 V/MyServiceConnection(15737): [SConnection] retry to bind service
05-19 18:08:05.875 V/MyServiceConnection(15737): [SConnection] sandbox service is NOT installed.
05-19 18:08:05.875 V/MyServiceConnection(15737): [SConnection] binding service: pekall.intent.action.SANDBOX_SERVICE
05-19 18:08:05.891 V/l       (15737): Bind requested for task setLogging
05-19 18:08:05.899 D/ExchangeService(12519): !!! EAS ExchangeService, onCreate
05-19 18:08:05.899 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5ded3dac at offset 200 that is not in the object list
