--------- beginning of /dev/log/system 
05-22 10:17:34.189 W/ContextImpl(12685): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1439 android.content.ContextWrapper.bindService:496 android.bluetooth.BluetoothInputDevice.<init>:240 android.bluetooth.BluetoothAdapter.getProfileProxy:1168 com.android.settings.bluetooth.LocalBluetoothAdapter.getProfileProxy:94  
05-22 10:17:34.197 W/ContextImpl(12685): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1439 android.content.ContextWrapper.bindService:496 android.bluetooth.BluetoothPan.<init>:141 android.bluetooth.BluetoothAdapter.getProfileProxy:1171 com.android.settings.bluetooth.PanProfile.<init>:73  
05-22 10:17:34.205 W/ContextImpl(12685): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1439 android.content.ContextWrapper.bindService:496 android.bluetooth.BluetoothPbap.<init>:161 com.android.settings.bluetooth.PbapServerProfile.<init>:68 com.android.settings.bluetooth.LocalBluetoothProfileManager.<init>:124  
05-22 10:17:34.353 D/WifiService(  374): setWifiEnabled: true pid=12685, uid=1000 
05-22 10:57:54.869 I/Email   (14465): MailboxFinder: updateMailboxListCallback
05-22 10:57:54.869 D/ExchangeService(14465): !!! EAS ExchangeService, onDestroy
05-22 10:57:54.877 D/Email   (14465): Host auth recv id: 1
05-22 10:57:54.877 D/Email   (14465): Valid Host auth recv? true
05-22 10:57:54.877 D/Email   (14465): *** IMAP open mail.pekall.com:993
05-22 10:57:54.924 D/Email   (14465): <<< #null# ["OK", "mail.pekall.com Zimbra IMAP4rev1 server ready"]
05-22 10:57:54.924 D/Email   (14465): >>> 1 CAPABILITY
05-22 10:57:54.931 D/Email   (14465): <<< #null# ["CAPABILITY", "IMAP4rev1", "AUTH=PLAIN", "ACL", "BINARY", "CATENATE", "CHILDREN", "CONDSTORE", "ENABLE", "ESEARCH", "ESORT", "I18NLEVEL=1", "ID", "IDLE", "LIST-EXTENDED", "LIST-STATUS", "LITERAL+", "LOGIN-REFERRALS", "MULTIAPPEND", "NAMESPACE", "QRESYNC", "QUOTA", "RIGHTS=ektx", "SASL-IR", "SEARCHRES", "SORT", "THREAD=ORDEREDSUBJECT", "UIDPLUS", "UNSELECT", "WITHIN", "XLIST"]
05-22 10:57:54.931 D/Email   (14465): <<< #1# ["OK", "CAPABILITY completed"]
05-22 10:57:54.939 D/Email   (14465): >>> 2 ID ("name" "com.pekall.emdm.launcher" "os" "android" "os-version" "4.3; JWR66Y" "vendor" "samsung" "x-android-device-model" "Galaxy Nexus" "AGUID" "9kfIxGLFhX6ZPeJLZ+fyUh8P4OQ=")
05-22 10:57:54.939 D/Email   (14465): <<< #null# ["ID", ["NAME", "Zimbra", "VERSION", "8.0.4_GA_5737", "RELEASE", "20130524120036"]]
05-22 10:57:54.939 D/Email   (14465): <<< #2# ["OK", "ID completed"]
05-22 10:57:54.939 D/Email   (14465): >>> 3 LOGIN zhenhua.sang@pekall.com "432911"
05-22 10:57:54.955 D/Email   (14465): <<< #3# ["OK", ["CAPABILITY", "IMAP4rev1", "ACL", "BINARY", "CATENATE", "CHILDREN", "CONDSTORE", "ENABLE", "ESEARCH", "ESORT", "I18NLEVEL=1", "ID", "IDLE", "LIST-EXTENDED", "LIST-STATUS", "LITERAL+", "LOGIN-REFERRALS", "MULTIAPPEND", "NAMESPACE", "QRESYNC", "QUOTA", "RIGHTS=ektx", "SASL-IR", "SEARCHRES", "SORT", "THREAD=ORDEREDSUBJECT", "UIDPLUS", "UNSELECT", "WITHIN", "XLIST"], "LOGIN completed"]
05-22 10:57:54.955 D/Email   (14465): >>> 4 NAMESPACE
05-22 10:57:54.986 D/Email   (14465): <<< #null# ["NAMESPACE", [["", "/"]], [["/home/", "/"]], ]
05-22 10:57:54.986 D/Email   (14465): <<< #4# ["OK", "NAMESPACE completed"]
05-22 10:57:54.986 D/Email   (14465): >>> 5 NOOP
05-22 10:57:54.994 D/Email   (14465): <<< #5# ["OK", "NOOP completed"]
05-22 10:57:54.994 D/Email   (14465): >>> 6 LIST "" "*"
05-22 10:57:54.994 D/Email   (14465): <<< #null# ["LIST", ["\HasNoChildren"], "/", "Chats"]
05-22 10:57:55.002 D/Email   (14465): <<< #null# ["LIST", ["\HasNoChildren"], "/", "Contacts"]
05-22 10:57:55.002 D/Email   (14465): <<< #null# ["LIST", ["\HasNoChildren"], "/", "Drafts"]
05-22 10:57:55.002 D/Email   (14465): <<< #null# ["LIST", ["\HasNoChildren"], "/", "Emailed Contacts"]
05-22 10:57:55.002 D/Email   (14465): <<< #null# ["LIST", ["\HasNoChildren"], "/", "INBOX"]
05-22 10:57:55.002 D/Email   (14465): <<< #null# ["LIST", ["\NoInferiors"], "/", "Junk"]
05-22 10:57:55.010 D/Email   (14465): <<< #null# ["LIST", ["\HasNoChildren"], "/", "Sent"]
05-22 10:57:55.010 D/Email   (14465): <<< #null# ["LIST", ["\HasNoChildren"], "/", "Trash"]
05-22 10:57:55.010 D/Email   (14465): <<< #6# ["OK", "LIST completed"]
05-22 10:57:55.017 I/Email   (14465): Could not find mailbox at "Chats"
05-22 10:57:55.064 I/Email   (14465): Could not find mailbox at "Contacts"
05-22 10:57:55.088 I/Email   (14465): Could not find mailbox at "Drafts"
05-22 10:57:55.103 D/Email   (14465): [User] AccountSetupUserFragment onStop
05-22 10:57:55.103 D/Email   (14465): [User] AccountSetupUserFragment onDestroy
05-22 10:57:55.166 I/Email   (14465): Could not find mailbox at "Emailed Contacts"
05-22 10:57:55.197 I/Email   (14465): Could not find mailbox at "Junk"
05-22 10:57:55.221 I/Email   (14465): Could not find mailbox at "Sent"
05-22 10:57:55.252 I/Email   (14465): Could not find mailbox at "Trash"
05-22 10:57:55.283 I/Email   (14465): Could not find mailbox at "INBOX"
05-22 10:57:55.494 I/Email   (14465): MailboxFinder: updateMailboxListCallback
05-22 10:57:55.502 D/Email   (14465): MailboxFinder: mailbox found: id=8
05-22 10:57:55.502 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5ef3bdac at offset 200 that is not in the object list
05-22 10:57:55.502 I/ActivityManager(  374): START u0 {flg=0x2000000 cmp=com.pekall.emdm.launcher/com.pekall.semail.activity.EmailActivity (has extras)} from pid 14465
05-22 10:57:55.619 D/dalvikvm(  374): GC_FOR_ALLOC freed 1666K, 24% free 22962K/30132K, paused 76ms, total 76ms
05-22 10:57:55.627 D/LauncherApplication(14465): [null:-1]->onActivityPaused
05-22 10:57:55.642 D/LauncherApplication(14465): [null:-1]->onActivityPaused  updateTime
05-22 10:57:55.658 D/Email   (14465): com.pekall.semail.activity.EmailActivity@42dd31f8 onCreate
05-22 10:57:55.689 D/Email   (14465): UIControllerOnePane onActivityViewReady
05-22 10:57:55.689 I/Email   (14465): UIControllerOnePane setListContext: [MessageListContext 1:8:null]
05-22 10:57:55.689 I/Email   (14465): UIControllerOnePane open [MessageListContext 1:8:null] messageId=-1
05-22 10:57:55.689 D/Email   (14465): MessageListFragment{42426728 #0 id=0x7f0901dc} onAttach
05-22 10:57:55.689 D/Email   (14465): MessageListFragment{42426728 #0 id=0x7f0901dc} onCreate
05-22 10:57:55.689 D/Email   (14465): UIControllerOnePane onActivityCreated
05-22 10:57:55.697 E/Email   (14465): on calling refresh......
05-22 10:57:55.697 D/Email   (14465): MessageListFragment{42426728 #0 id=0x7f0901dc} onCreateView
05-22 10:57:55.705 D/Email   (14465): MessageListFragment{42426728 #0 id=0x7f0901dc} onActivityCreated
05-22 10:57:55.705 D/Email   (14465): MessageListFragment{42426728 #0 id=0x7f0901dc} startLoading
05-22 10:57:55.705 D/Email   (14465): MessageListFragment{42426728 #0 id=0x7f0901dc} onCreateLoader(messages) listContext=[MessageListContext 1:8:null]
05-22 10:57:55.705 D/Email   (14465): MessagesAdapter createLoader listContext=[MessageListContext 1:8:null]
05-22 10:57:55.713 D/Email   (14465): com.pekall.semail.activity.EmailActivity@42dd31f8 onInstallFragment fragment=MessageListFragment{42426728 #0 id=0x7f0901dc}
05-22 10:57:55.713 D/Email   (14465): UIControllerOnePane onInstallFragment  fragment=MessageListFragment{42426728 #0 id=0x7f0901dc}
05-22 10:57:55.713 E/Email   (14465): on calling refresh......
05-22 10:57:55.713 D/Email   (14465): com.pekall.semail.activity.EmailActivity@42dd31f8 onStart
05-22 10:57:55.713 V/LauncherApplication(14465): onActivityStarted
05-22 10:57:55.713 D/Email   (14465): UIControllerOnePane onActivityStart
05-22 10:57:55.713 D/Email   (14465): MessageListFragment{42426728 #0 id=0x7f0901dc} onStart
05-22 10:57:55.713 D/Email   (14465): com.pekall.semail.activity.EmailActivity@42dd31f8 onResume
05-22 10:57:55.721 D/        (14465): [---null: -1---]     awsa  onActivityResumed
05-22 10:57:55.721 V/LauncherApplication(14465): 2MdmConstant.LAST_LAUNCH_TIME = 1400727475651
05-22 10:57:55.728 D/        (14465): [---null: -1---]  activity = com.pekall.semail.activity.EmailActivity
05-22 10:57:55.736 V/DefultSetContriller(14465): isLauncherDf = com.pekall.emdm.launcher
05-22 10:57:55.736 V/DefultSetContriller(14465): isPhoneDf = com.pekall.emdm.launcher
05-22 10:57:55.736 E/LauncherApplication(14465): isShowLogoutUI = true
05-22 10:57:55.736 E/LauncherApplication(14465): LogoutShowTime 1
05-22 10:57:55.736 D/Email   (14465): UIControllerOnePane onActivityResume
05-22 10:57:55.736 E/Email   (14465): on calling refresh......
05-22 10:57:55.744 D/Email   (14465): MessageListFragment{42426728 #0 id=0x7f0901dc} onResume
05-22 10:57:55.869 I/ActivityManager(  374): Displayed com.pekall.emdm.launcher/com.pekall.semail.activity.EmailActivity: +223ms
05-22 10:57:55.939 D/Email   (14465): MessageListFragment{42426728 #0 id=0x7f0901dc} onLoadFinished(messages) mailboxId=8, mIsFirstLoad? true
05-22 10:57:55.963 W/Parcel  ( 1661): Attempt to read object from Parcel 0x6003bdac at offset 200 that is not in the object list
05-22 10:57:56.049 D/Email   (14465): setAccountMailboxInfo, account id: 1, mailbox id: 8
05-22 10:57:56.056 D/Email   (14465): -- display name: John
05-22 10:57:56.064 E/Email   (14465): Email account '1' exists? true
05-22 10:57:56.072 D/Email   (14465): *** synchronizeMailboxGeneric ***
05-22 10:57:56.080 D/Email   (14465): Host auth recv id: 1
05-22 10:57:56.080 D/Email   (14465): Valid Host auth recv? true
05-22 10:57:56.088 D/Email   (14465): >>> 7 NOOP
05-22 10:57:56.111 D/Email   (14465): <<< #7# ["OK", "NOOP completed"]
05-22 10:57:56.119 D/Email   (14465): >>> 8 SELECT "INBOX"
05-22 10:57:56.127 D/Email   (14465): <<< #null# ["543", "EXISTS"]
05-22 10:57:56.127 D/Email   (14465): <<< #null# ["64", "RECENT"]
05-22 10:57:56.135 D/Email   (14465): <<< #null# ["OK", ["UNSEEN", "1"], "mailbox contains unseen messages"]
05-22 10:57:56.135 D/Email   (14465): <<< #null# ["OK", ["UIDVALIDITY", "1"], "UIDs are valid for this mailbox"]
05-22 10:57:56.142 D/Email   (14465): <<< #null# ["OK", ["UIDNEXT", "3977"], "next expected UID is 3977"]
05-22 10:57:56.142 D/Email   (14465): <<< #null# ["FLAGS", ["\Answered", "\Deleted", "\Draft", "\Flagged", "\Seen", "$Forwarded", "$MDNSent", "Forwarded", "$Junk", "$NotJunk", "Junk", "JunkRecorded", "NonJunk", "NotJunk"]]
05-22 10:57:56.181 D/Email   (14465): setAccountMailboxInfo, account id: 1, mailbox id: 8
05-22 10:57:56.189 D/Email   (14465): -- display name: John
05-22 10:57:56.197 D/Email   (14465): Welcome: Closing self...
05-22 10:57:56.197 W/ActivityManager(  374): Duplicate finish request for ActivityRecord{42701850 u0 com.pekall.emdm.launcher/com.pekall.semail.activity.Welcome}
05-22 10:57:56.228 D/Email   (14465): <<< #null# ["OK", ["PERMANENTFLAGS", ["\Answered", "\Deleted", "\Draft", "\Flagged", "\Seen", "$Forwarded", "$MDNSent", "Forwarded", "\*"]], "junk-related flags are not permanent"]
05-22 10:57:56.228 E/Email   (14465): Email account '1' exists? true
05-22 10:57:56.252 D/Email   (14465): MessageListFragment{42426728 #0 id=0x7f0901dc} onLoadFinished(messages) mailboxId=8, mIsFirstLoad? false
05-22 10:57:56.267 W/Parcel  ( 1661): Attempt to read object from Parcel 0x6013bdac at offset 200 that is not in the object list
05-22 10:57:56.275 D/Email   (14465): <<< #null# ["OK", ["HIGHESTMODSEQ", "6689"], "modseq tracked on this mailbox"]
05-22 10:57:56.275 D/Email   (14465): <<< #8# ["OK", ["READ-WRITE"], "SELECT completed"]
05-22 10:57:56.283 D/Email   (14465): >>> 9 UID SEARCH 519:543 NOT DELETED
05-22 10:57:56.306 D/Email   (14465): <<< #null# ["SEARCH", "3951", "3952", "3953", "3954", "3955", "3956", "3957", "3958", "3959", "3960", "3961", "3962", "3963", "3964", "3965", "3966", "3968", "3969", "3970", "3971", "3972", "3973", "3974", "3975", "3976"]
05-22 10:57:56.306 D/Email   (14465): <<< #9# ["OK", "UID SEARCH completed"]
05-22 10:57:56.314 D/Email   (14465): >>> 10 UID FETCH 3951,3952,3953,3954,3955,3956,3957,3958,3959,3960,3961,3962,3963,3964,3965,3966,3968,3969,3970,3971,3972,3973,3974,3975,3976 (UID FLAGS INTERNALDATE RFC822.SIZE BODY.PEEK[HEADER.FIELDS (date subject from content-type to cc message-id)])
05-22 10:57:56.322 D/Email   (14465): <<< #null# ["519", "FETCH", ["UID", "3951", "INTERNALDATE", "21-May-2014 15:29:51 +0800", "RFC822.SIZE", "9502", "BODY[HEADER.FIELDS (DATE SUBJECT FROM CONTENT-TYPE TO CC MESSAGE-ID)]", {646 byte literal(memory)}, "FLAGS", ["\Recent"]]]
05-22 10:57:56.822 D/dalvikvm(14465): JIT unchain all for threadid=11
05-22 10:57:57.150 D/dalvikvm(14465): JIT unchain all for threadid=11
05-22 10:57:57.205 D/dalvikvm(14465): GC_CONCURRENT freed 5687K, 25% free 30111K/40040K, paused 275ms+284ms, total 627ms
05-22 10:57:57.791 D/Email   (14465): <<< #null# ["520", "FETCH", ["UID", "3952", "INTERNALDATE", "21-May-2014 15:46:02 +0800", "RFC822.SIZE", "43087", "BODY[HEADER.FIELDS (DATE SUBJECT FROM CONTENT-TYPE TO CC MESSAGE-ID)]", {642 byte literal(memory)}, "FLAGS", ["\Recent"]]]
05-22 10:57:57.885 D/Email   (14465): <<< #null# ["521", "FETCH", ["UID", "3953", "INTERNALDATE", "21-May-2014 15:50:47 +0800", "RFC822.SIZE", "2474", "BODY[HEADER.FIELDS (DATE SUBJECT FROM CONTENT-TYPE TO CC MESSAGE-ID)]", {284 byte literal(memory)}, "FLAGS", ["\Recent"]]]
05-22 10:57:57.963 D/Email   (14465): <<< #null# ["522", "FETCH", ["UID", "3954", "INTERNALDATE", "21-May-2014 15:52:11 +0800", "RFC822.SIZE", "3200577", "BODY[HEADER.FIELDS (DATE SUBJECT FROM CONTENT-TYPE TO CC MESSAGE-ID)]", {667 byte literal(memory)}, "FLAGS", ["\Recent"]]]
05-22 10:57:58.025 D/Email   (14465): setAccountMailboxInfo, account id: 1, mailbox id: 8
05-22 10:57:58.033 D/Email   (14465): -- display name: John
05-22 10:57:58.033 D/Email   (14465): MessageListFragment{42426728 #0 id=0x7f0901dc} onLoadFinished(messages) mailboxId=8, mIsFirstLoad? false
05-22 10:57:58.064 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5ec3bdac at offset 200 that is not in the object list
05-22 10:57:58.463 D/Email   (14465): <<< #null# ["523", "FETCH", ["UID", "3955", "INTERNALDATE", "21-May-2014 16:03:29 +0800", "RFC822.SIZE", "1963", "BODY[HEADER.FIELDS (DATE SUBJECT FROM CONTENT-TYPE TO CC MESSAGE-ID)]", {413 byte literal(memory)}, "FLAGS", ["\Recent"]]]
05-22 10:57:58.564 E/Email   (14465): Email account '1' exists? true
05-22 10:57:58.939 D/Email   (14465): MessageListFragment{42426728 #0 id=0x7f0901dc} onLoadFinished(messages) mailboxId=8, mIsFirstLoad? false
05-22 10:57:58.978 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5ef3bdac at offset 200 that is not in the object list
05-22 10:57:59.010 D/Email   (14465): <<< #null# ["524", "FETCH", ["UID", "3956", "INTERNALDATE", "21-May-2014 16:15:04 +0800", "RFC822.SIZE", "176587", "BODY[HEADER.FIELDS (DATE SUBJECT FROM CONTENT-TYPE TO CC MESSAGE-ID)]", {299 byte literal(memory)}, "FLAGS", ["\Recent"]]]
05-22 10:57:59.142 D/Email   (14465): setAccountMailboxInfo, account id: 1, mailbox id: 8
05-22 10:57:59.221 D/Email   (14465): -- display name: John
05-22 10:57:59.338 D/Email   (14465): <<< #null# ["525", "FETCH", ["UID", "3957", "INTERNALDATE", "21-May-2014 16:32:46 +0800", "RFC822.SIZE", "8155", "BODY[HEADER.FIELDS (DATE SUBJECT FROM CONTENT-TYPE TO CC MESSAGE-ID)]", {423 byte literal(memory)}, "FLAGS", ["\Recent"]]]
05-22 10:57:59.533 D/Email   (14465): <<< #null# ["526", "FETCH", ["UID", "3958", "INTERNALDATE", "21-May-2014 16:35:02 +0800", "RFC822.SIZE", "7539", "BODY[HEADER.FIELDS (DATE SUBJECT FROM CONTENT-TYPE TO CC MESSAGE-ID)]", {425 byte literal(memory)}, "FLAGS", ["\Recent"]]]
05-22 10:57:59.986 D/Email   (14465): <<< #null# ["527", "FETCH", ["UID", "3959", "INTERNALDATE", "21-May-2014 16:57:21 +0800", "RFC822.SIZE", "8493", "BODY[HEADER.FIELDS (DATE SUBJECT FROM CONTENT-TYPE TO CC MESSAGE-ID)]", {509 byte literal(memory)}, "FLAGS", ["\Recent"]]]
05-22 10:58:00.056 I/QueryController(15694): Matched selector: UiSelector[TEXT=Inbox, PACKAGE NAME=com.pekall.emdm.launcher] <<==>> [android.view.accessibility.AccessibilityNodeInfo@51af1; boundsInParent: Rect(0, 0 - 79, 38); boundsInScreen: Rect(98, 66 - 177, 104); packageName: com.pekall.emdm.launcher; className: android.widget.TextView; text: Inbox; contentDescription: null; viewIdResName: com.pekall.emdm.launcher:id/spinner_line_1; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
05-22 10:58:00.096 I/AndroidRuntime(15694): VM exiting with result code 0.
05-22 10:58:00.142 D/Email   (14465): MessageListFragment{42426728 #0 id=0x7f0901dc} onLoadFinished(messages) mailboxId=8, mIsFirstLoad? false
05-22 10:58:00.244 D/dalvikvm(  374): GC_EXPLICIT freed 643K, 24% free 22964K/30132K, paused 8ms+9ms, total 101ms
05-22 10:58:00.252 W/Parcel  ( 1661): Attempt to read object from Parcel 0x6003bdac at offset 200 that is not in the object list
05-22 10:58:00.306 D/Email   (14465): setAccountMailboxInfo, account id: 1, mailbox id: 8
05-22 10:58:00.322 D/Email   (14465): -- display name: John
05-22 10:58:00.338 E/Email   (14465): Email account '1' exists? true
05-22 10:58:00.361 D/Email   (14465): MessageListFragment{42426728 #0 id=0x7f0901dc} onLoadFinished(messages) mailboxId=8, mIsFirstLoad? false
05-22 10:58:00.369 W/Parcel  ( 1661): Attempt to read object from Parcel 0x6013bdac at offset 200 that is not in the object list
05-22 10:58:00.416 D/Email   (14465): <<< #null# ["528", "FETCH", ["UID", "3960", "INTERNALDATE", "21-May-2014 17:04:56 +0800", "RFC822.SIZE", "8578", "BODY[HEADER.FIELDS (DATE SUBJECT FROM CONTENT-TYPE TO CC MESSAGE-ID)]", {646 byte literal(memory)}, "FLAGS", ["\Recent"]]]
05-22 10:58:00.455 D/Email   (14465): <<< #null# ["529", "FETCH", ["UID", "3961", "INTERNALDATE", "21-May-2014 17:24:06 +0800", "RFC822.SIZE", "8455", "BODY[HEADER.FIELDS (DATE SUBJECT FROM CONTENT-TYPE TO CC MESSAGE-ID)]", {505 byte literal(memory)}, "FLAGS", ["\Recent"]]]
05-22 10:58:00.494 D/Email   (14465): <<< #null# ["530", "FETCH", ["UID", "3962", "INTERNALDATE", "21-May-2014 17:48:25 +0800", "RFC822.SIZE", "8347", "BODY[HEADER.FIELDS (DATE SUBJECT FROM CONTENT-TYPE TO CC MESSAGE-ID)]", {478 byte literal(memory)}, "FLAGS", ["\Recent"]]]
05-22 10:58:00.525 D/Email   (14465): <<< #null# ["531", "FETCH", ["UID", "3963", "INTERNALDATE", "21-May-2014 18:04:31 +0800", "RFC822.SIZE", "11097", "BODY[HEADER.FIELDS (DATE SUBJECT FROM CONTENT-TYPE TO CC MESSAGE-ID)]", {475 byte literal(memory)}, "FLAGS", ["\Recent"]]]
05-22 10:58:00.572 D/Email   (14465): <<< #null# ["532", "FETCH", ["UID", "3964", "INTERNALDATE", "21-May-2014 18:21:22 +0800", "RFC822.SIZE", "9496", "BODY[HEADER.FIELDS (DATE SUBJECT FROM CONTENT-TYPE TO CC MESSAGE-ID)]", {623 byte literal(memory)}, "FLAGS", ["\Recent"]]]
05-22 10:58:00.627 D/Email   (14465): <<< #null# ["533", "FETCH", ["UID", "3965", "INTERNALDATE", "21-May-2014 19:14:16 +0800", "RFC822.SIZE", "39589", "BODY[HEADER.FIELDS (DATE SUBJECT FROM CONTENT-TYPE TO CC MESSAGE-ID)]", {553 byte literal(memory)}, "FLAGS", ["\Recent"]]]
