--------- beginning of /dev/log/system 
05-22 10:07:14.838 W/ActivityManager(  374): Killing ProcessRecord{42540e98 12499:com.pekall.emdm.launcher:remote/u0a10066}: background ANR 
05-22 10:50:47.338 D/LauncherApplication(14465): [null:-1]->onActivityPaused  updateTime
05-22 10:50:47.377 D/LightsService(  374): Excessive delay setting light: 123ms
05-22 10:50:47.377 D/SurfaceFlinger(  124): Screen released, type=0 flinger=0x40e95478
05-22 10:50:47.439 D/PowerManagerService-JNI(  374): Excessive delay in setInteractive(false) while turning screen off: 32ms
05-22 10:50:47.455 W/InputMethodManagerService(  374): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@429b2850 attribute=android.view.inputmethod.EditorInfo@425399c0, token = android.os.BinderProxy@42853a20
05-22 10:50:47.463 W/Parcel  ( 1661): Attempt to read object from Parcel 0x6013bdac at offset 200 that is not in the object list
05-22 10:50:47.533 D/NfcService(  568): NFC-C OFF, disconnect
05-22 10:50:47.580 V/WiseDownloadConditionControler(11077): checkCondition  type : TODAY_LAUNCHED_USER  inerrupting: false
05-22 10:50:47.642 V/MDM :   (14465): [null:-1]->Screen receiver is called.
05-22 10:50:47.666 W/Parcel  ( 1661): Attempt to read object from Parcel 0x6003bdac at offset 200 that is not in the object list
05-22 10:50:48.205 V/PanelView(  448): animationTick called with dtms=0; nothing to do (h=0.0 v=4000.0)
05-22 10:50:48.314 D/SizeAdaptiveLayout(  448): com.android.internal.widget.SizeAdaptiveLayout{4267ddf0 V.E..... ......I. 0,0-720,128 #7f070058 app:id/adaptive}child view android.widget.RelativeLayout{42764960 V.E..... ......I. 0,0-720,124} measured out of bounds at 124px clamped to 128px
05-22 10:50:48.346 D/SizeAdaptiveLayout(  448): com.android.internal.widget.SizeAdaptiveLayout{42520e48 V.E..... ......I. 0,0-720,128 #7f070058 app:id/adaptive}child view android.widget.RelativeLayout{423018a8 V.E..... ......I. 0,0-720,122} measured out of bounds at 122px clamped to 128px
05-22 10:50:48.478 D/PowerManagerService-JNI(  374): Excessive delay in autosuspend_disable() while turning screen on: 943ms
05-22 10:50:48.611 D/SurfaceFlinger(  124): Screen acquired, type=0 flinger=0x40e95478
05-22 10:50:48.939 D/SizeAdaptiveLayout(  448): com.android.internal.widget.SizeAdaptiveLayout{4267ddf0 V.E..... ......I. 0,0-720,128 #7f070058 app:id/adaptive}child view android.widget.RelativeLayout{42764960 V.E..... ......I. 0,0-720,124} measured out of bounds at 124px clamped to 128px
05-22 10:50:48.994 D/SizeAdaptiveLayout(  448): com.android.internal.widget.SizeAdaptiveLayout{42520e48 V.E..... ......I. 0,0-720,128 #7f070058 app:id/adaptive}child view android.widget.RelativeLayout{423018a8 V.E..... ......I. 0,0-720,122} measured out of bounds at 122px clamped to 128px
05-22 10:50:49.166 I/Choreographer(  448): Skipped 54 frames!  The application may be doing too much work on its main thread.
05-22 10:50:49.260 D/SizeAdaptiveLayout(  448): com.android.internal.widget.SizeAdaptiveLayout{4267ddf0 V.E..... ......I. 0,0-720,128 #7f070058 app:id/adaptive}child view android.widget.RelativeLayout{42764960 V.E..... ......I. 0,0-720,124} measured out of bounds at 124px clamped to 128px
05-22 10:50:49.291 D/SizeAdaptiveLayout(  448): com.android.internal.widget.SizeAdaptiveLayout{42520e48 V.E..... ......I. 0,0-720,128 #7f070058 app:id/adaptive}child view android.widget.RelativeLayout{423018a8 V.E..... ......I. 0,0-720,122} measured out of bounds at 122px clamped to 128px
05-22 10:50:50.088 I/Process (  374): Sending signal. PID: 15105 SIG: 3
05-22 10:50:50.088 I/dalvikvm(15105): threadid=3: reacting to signal 3
05-22 10:50:50.088 W/ActivityManager(  374): Timeout executing service: ServiceRecord{4301b240 u0 com.pekall.emdm.launcher/com.baidu.location.f}
05-22 10:50:50.291 I/Process (  374): Sending signal. PID: 374 SIG: 3
05-22 10:50:50.291 I/dalvikvm(  374): threadid=3: reacting to signal 3
05-22 10:50:50.338 D/dalvikvm(15105): JIT unchain all for threadid=11
05-22 10:50:50.439 I/dalvikvm(15105): Wrote stack traces to '/data/anr/traces.txt'
05-22 10:50:55.877 I/Process (  374): Sending signal. PID: 448 SIG: 3
05-22 10:50:55.877 I/dalvikvm(  448): threadid=3: reacting to signal 3
05-22 10:50:55.877 I/Process (  374): Sending signal. PID: 561 SIG: 3
05-22 10:50:55.877 I/dalvikvm(  561): threadid=3: reacting to signal 3
05-22 10:50:55.885 I/dalvikvm(  374): Wrote stack traces to '/data/anr/traces.txt'
05-22 10:50:55.892 I/Process (  374): Sending signal. PID: 568 SIG: 3
05-22 10:50:55.892 I/dalvikvm(  568): threadid=3: reacting to signal 3
05-22 10:50:55.971 I/dalvikvm(  568): Wrote stack traces to '/data/anr/traces.txt'
05-22 10:50:56.010 I/dalvikvm(  561): Wrote stack traces to '/data/anr/traces.txt'
05-22 10:50:56.846 I/dalvikvm(  448): Wrote stack traces to '/data/anr/traces.txt'
05-22 10:50:56.986 D/dalvikvm(  374): GC_CONCURRENT freed 2950K, 22% free 23531K/30132K, paused 14ms+20ms, total 310ms
05-22 10:50:56.986 D/dalvikvm(  374): WAIT_FOR_CONCURRENT_GC blocked 277ms
05-22 10:50:57.197 D/dalvikvm(  374): GC_EXPLICIT freed 65K, 23% free 23465K/30132K, paused 6ms+27ms, total 215ms
05-22 10:50:57.814 I/Process (  374): Sending signal. PID: 14465 SIG: 3
05-22 10:50:57.822 I/dalvikvm(14465): threadid=3: reacting to signal 3
05-22 10:50:58.025 I/Process (  374): Sending signal. PID: 12874 SIG: 3
05-22 10:50:58.025 I/dalvikvm(12874): threadid=3: reacting to signal 3
05-22 10:50:58.072 D/dalvikvm(14465): JIT unchain all for threadid=11
05-22 10:50:58.275 E/ActivityManager(  374): ANR in com.pekall.emdm.launcher:remote
05-22 10:50:58.275 E/ActivityManager(  374): Reason: Executing service com.pekall.emdm.launcher/com.baidu.location.f
05-22 10:50:58.275 E/ActivityManager(  374): Load: 4.53 / 3.37 / 2.7
05-22 10:50:58.275 E/ActivityManager(  374): CPU usage from 2787ms to -8136ms ago:
05-22 10:50:58.275 E/ActivityManager(  374):   63% 15105/com.pekall.emdm.launcher:remote: 63% user + 0% kernel / faults: 116 minor
05-22 10:50:58.275 E/ActivityManager(  374):   61% 14465/com.pekall.emdm.launcher: 60% user + 0.9% kernel / faults: 2040 minor
05-22 10:50:58.275 E/ActivityManager(  374):   38% 15089/uiautomator: 24% user + 13% kernel / faults: 531 minor
05-22 10:50:58.275 E/ActivityManager(  374):   19% 374/system_server: 15% user + 4.4% kernel / faults: 825 minor
05-22 10:50:58.275 E/ActivityManager(  374):   12% 448/com.android.systemui: 11% user + 1.1% kernel / faults: 397 minor
05-22 10:50:58.275 E/ActivityManager(  374):   0.6% 561/com.android.phone: 0.4% user + 0.1% kernel / faults: 36 minor
05-22 10:50:58.275 E/ActivityManager(  374):   0.5% 124/surfaceflinger: 0% user + 0.4% kernel / faults: 1912 minor
05-22 10:50:58.275 E/ActivityManager(  374):   0.4% 1661/com.qihoo360.mobilesafe:GuardService: 0.4% user + 0% kernel / faults: 106 minor
05-22 10:50:58.275 E/ActivityManager(  374):   0.2% 135/adbd: 0% user + 0.2% kernel
05-22 10:50:58.275 E/ActivityManager(  374):   0% 568/com.android.nfc: 0% user + 0% kernel / faults: 33 minor
05-22 10:50:58.275 E/ActivityManager(  374):   0.2% 12874/com.qihoo.appstore: 0.2% user + 0% kernel / faults: 8 minor
05-22 10:50:58.275 E/ActivityManager(  374):   0.2% 13144/kworker/0:0: 0% user + 0.2% kernel
05-22 10:50:58.275 E/ActivityManager(  374):   0.1% 12659/kworker/u:2: 0% user + 0.1% kernel
05-22 10:50:58.275 E/ActivityManager(  374):   0% 13624/com.dragon.android.pandaspace:bdservice_v1: 0% user + 0% kernel / faults: 66 minor
05-22 10:50:58.275 E/ActivityManager(  374):   0.1% 14662/com.nd.assistance.ServerService: 0.1% user + 0% kernel / faults: 62 minor
05-22 10:50:58.275 E/ActivityManager(  374):   0% 82/mmcqd/0: 0% user + 0% kernel
05-22 10:50:58.275 E/ActivityManager(  374):   0% 114/jbd2/mmcblk0p12: 0% user + 0% kernel
05-22 10:50:58.275 E/ActivityManager(  374):   0% 117/vold: 0% user + 0% kernel
05-22 10:50:58.275 E/ActivityManager(  374):   0% 1468/com.qihoo.daemon: 0% user + 0% kernel / faults: 27 minor
05-22 10:50:58.275 E/ActivityManager(  374):   0% 1615/logcat: 0% user + 0% kernel
05-22 10:50:58.275 E/ActivityManager(  374):   0% 11077/com.tencent.android.qqdownloader: 0% user + 0% kernel / faults: 11 minor
05-22 10:50:58.275 E/ActivityManager(  374):   0% 11093/com.tencent.android.qqdownloader:connect: 0% user + 0% kernel / faults: 1 minor
05-22 10:50:58.275 E/ActivityManager(  374):   0% 13047/kworker/u:0: 0% user + 0% kernel
05-22 10:50:58.275 E/ActivityManager(  374):   0% 15042/logcat: 0% user + 0% kernel
05-22 10:50:58.275 E/ActivityManager(  374):  +0% 15139/kworker/0:1: 0% user + 0% kernel
05-22 10:50:58.275 E/ActivityManager(  374): 100% TOTAL: 89% user + 10% kernel
05-22 10:50:58.275 E/ActivityManager(  374): CPU usage from 7113ms to 7653ms later:
05-22 10:50:58.275 E/ActivityManager(  374):   84% 14465/com.pekall.emdm.launcher: 84% user + 0% kernel
05-22 10:50:58.275 E/ActivityManager(  374):     82% 14479/Thread-4935: 82% user + 0% kernel
05-22 10:50:58.275 E/ActivityManager(  374):   55% 15105/com.pekall.emdm.launcher:remote: 55% user + 0% kernel
05-22 10:50:58.275 E/ActivityManager(  374):     56% 15118/Thread-4965: 56% user + 0% kernel
05-22 10:50:58.275 E/ActivityManager(  374):   42% 448/com.android.systemui: 41% user + 1.7% kernel / faults: 43 minor
05-22 10:50:58.275 E/ActivityManager(  374):     41% 448/ndroid.systemui: 39% user + 1.7% kernel
05-22 10:50:58.275 E/ActivityManager(  374):     1.7% 18105/Binder_8: 1.7% user + 0% kernel
05-22 10:50:58.275 E/ActivityManager(  374):   12% 15089/uiautomator: 10% user + 1.7% kernel / faults: 237 minor
05-22 10:50:58.275 E/ActivityManager(  374):     10% 15089/uiautomator: 10% user + 0% kernel
05-22 10:50:58.275 E/ActivityManager(  374):     3.4% 15097/Binder_1: 3.4% user + 0% kernel
05-22 10:50:58.275 E/ActivityManager(  374):     3.4% 15098/Binder_2: 1.7% user + 1.7% kernel
05-22 10:50:58.275 E/ActivityManager(  374):   9% 374/system_server: 0% user + 9% kernel / faults: 3 minor
05-22 10:50:58.275 E/ActivityManager(  374):     7.2% 390/ActivityManager: 0% user + 7.2% kernel
05-22 10:50:58.275 E/ActivityManager(  374):     1.8% 539/Binder_4: 1.8% user + 0% kernel
05-22 10:50:58.275 E/ActivityManager(  374):     1.8% 625/Binder_9: 1.8% user + 0% kernel
05-22 10:50:58.275 E/ActivityManager(  374):   0.8% 12874/com.qihoo.appstore: 0.8% user + 0% kernel
05-22 10:50:58.275 E/ActivityManager(  374):     0.8% 12898/Thread-4863: 0.8% user + 0% kernel
05-22 10:50:58.275 E/ActivityManager(  374): 100% TOTAL: 95% user + 4.6% kernel
05-22 10:50:58.283 W/ActivityManager(  374): Killing ProcessRecord{426dd4c0 15105:com.pekall.emdm.launcher:remote/u0a10066}: background ANR
05-22 10:50:58.314 V/WiseDownloadConditionControler(11077): checkCondition  type : WISE_DOWNLOAD  inerrupting: true
05-22 10:50:58.338 W/BroadcastQueue(  374): Timeout of broadcast BroadcastRecord{42f10470 u-1 android.intent.action.SCREEN_OFF} - receiver=android.os.BinderProxy@42976178, started 10681ms ago
05-22 10:50:58.346 W/BroadcastQueue(  374): Receiver during timeout: BroadcastFilter{42a53798 u0 ReceiverList{42a55d78 15105 com.pekall.emdm.launcher:remote/10066/u0 remote:42976178}}
05-22 10:50:58.353 I/ActivityManager(  374): Skipping duplicate ANR: ProcessRecord{426dd4c0 15105:com.pekall.emdm.launcher:remote/u0a10066} Broadcast of Intent { act=android.intent.action.SCREEN_OFF flg=0x50000010 }
05-22 10:50:58.510 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5dfd3dac at offset 200 that is not in the object list
05-22 10:50:58.541 V/KeyguardHostView(  374): hide transport, gen:1
05-22 10:50:58.541 V/KeyguardHostView(  374): music state changed: 0
05-22 10:50:58.611 D/PhoneStatusBar(  448): disable: < EXPAND* icons alerts TICKER* system_info back home RECENT* clock SEARCH* >
05-22 10:50:58.611 V/PanelView(  448): animationTick called with dtms=0; nothing to do (h=1184.0 v=-4000.0)
05-22 10:50:58.611 V/PanelView(  448): animationTick called with dtms=0; nothing to do (h=1184.0 v=-4000.0)
05-22 10:50:58.635 I/dalvikvm(12874): Wrote stack traces to '/data/anr/traces.txt'
05-22 10:50:58.713 V/TAG     (  374): bug 7643792: fitSystemWindows([0,50][0,0])
05-22 10:50:58.721 W/Parcel  ( 1661): Attempt to read object from Parcel 0x6003bdac at offset 200 that is not in the object list
05-22 10:50:58.931 W/Parcel  ( 1661): Attempt to read object from Parcel 0x6013bdac at offset 200 that is not in the object list
05-22 10:50:58.939 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5ef3bdac at offset 200 that is not in the object list
05-22 10:50:59.080 W/Parcel  ( 1661): Attempt to read object from Parcel 0x6003bdac at offset 200 that is not in the object list
05-22 10:50:59.174 V/DigitalWidgetViewsFactory(29624): DigitalWidget sets next alarm string to null
05-22 10:50:59.181 I/WindowManager(  374): Lock screen displayed!
05-22 10:50:59.205 V/WiseDownloadConditionControler(11077): checkCondition  type : WISE_DOWNLOAD  inerrupting: true
05-22 10:50:59.400 W/Parcel  ( 1661): Attempt to read object from Parcel 0x6013bdac at offset 200 that is not in the object list
05-22 10:50:59.463 D/PhoneStatusBar(  448): disable: < EXPAND icons alerts TICKER system_info BACK* HOME* RECENT CLOCK* SEARCH >
05-22 10:50:59.658 D/dalvikvm( 1661): GC_CONCURRENT freed 1425K, 18% free 13099K/15888K, paused 23ms+6ms, total 189ms
05-22 10:50:59.666 D/LightsService(  374): Excessive delay setting light: 256ms
05-22 10:50:59.767 I/dalvikvm(14465): Wrote stack traces to '/data/anr/traces.txt'
05-22 10:50:59.971 I/ActivityManager(  374): Process com.pekall.emdm.launcher:remote (pid 15105) has died.
05-22 10:50:59.971 W/ActivityManager(  374): Scheduling restart of crashed service com.pekall.emdm.launcher/com.baidu.location.f in 5000ms
05-22 10:51:02.721 I/QueryController(15089): Matched selector: UiSelector[DESCRIPTION=Dot., PACKAGE NAME=android] <<==>> [android.view.accessibility.AccessibilityNodeInfo@5eb6b6; boundsInParent: Rect(0, 0 - 202, 123); boundsInScreen: Rect(56, 569 - 258, 692); packageName: android; className: android.widget.Button; text: 1; contentDescription: Dot.; viewIdResName: android:id/key1; checkable: false; checked: false; focusable: true; focused: false; selected: false; clickable: true; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_FOCUS, ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_CLICK, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
05-22 10:51:02.752 I/QueryController(15089): Matched selector: UiSelector[TEXT=1, CLASS=android.widget.Button, PACKAGE NAME=android] <<==>> [android.view.accessibility.AccessibilityNodeInfo@5eb6b6; boundsInParent: Rect(0, 0 - 202, 123); boundsInScreen: Rect(56, 569 - 258, 692); packageName: android; className: android.widget.Button; text: 1; contentDescription: Dot.; viewIdResName: android:id/key1; checkable: false; checked: false; focusable: true; focused: false; selected: false; clickable: true; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_FOCUS, ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_CLICK, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
05-22 10:51:02.752 D/InteractionController(15089): clickAndSync(157, 630)
05-22 10:51:02.971 D/MDM :   (14465): [null:-1]->Location timeout, set latitude and longitude -1
05-22 10:51:02.971 D/CommandManager(14465): [null:-1]->requestType: Location
05-22 10:51:03.002 D/MdmDatabaseHelper(14465): [null:-1]->update command d1e883cd-29c8-4808-9391-32b56de7f058 to commandStatus <?xml version="1.0" encoding="UTF-8"?>
05-22 10:51:03.002 D/MdmDatabaseHelper(14465): <!DOCTYPE plist PUBLIC "-//Apple//DTD PLIST 1.0//EN" "http://www.apple.com/DTDs/PropertyList-1.0.dtd">
05-22 10:51:03.002 D/MdmDatabaseHelper(14465): <plist version="1.0">
05-22 10:51:03.002 D/MdmDatabaseHelper(14465): <dict>
05-22 10:51:03.002 D/MdmDatabaseHelper(14465): 	<key>Latitude</key>
05-22 10:51:03.002 D/MdmDatabaseHelper(14465): 	<real>-1.0</real>
05-22 10:51:03.002 D/MdmDatabaseHelper(14465): 	<key>Longitude</key>
05-22 10:51:03.002 D/MdmDatabaseHelper(14465): 	<real>-1.0</real>
05-22 10:51:03.002 D/MdmDatabaseHelper(14465): 	<key>CommandUUID</key>
05-22 10:51:03.002 D/MdmDatabaseHelper(14465): 	<string>d1e883cd-29c8-4808-9391-32b56de7f058</string>
05-22 10:51:03.002 D/MdmDatabaseHelper(14465): 	<key>Status</key>
05-22 10:51:03.002 D/MdmDatabaseHelper(14465): 	<string>Error</string>
05-22 10:51:03.002 D/MdmDatabaseHelper(14465): 	<key>UDID</key>
05-22 10:51:03.002 D/MdmDatabaseHelper(14465): 	<string>00013fbc8ecec5b90000014621d2a3af</string>
05-22 10:51:03.002 D/MdmDatabaseHelper(14465): </dict>
05-22 10:51:03.002 D/MdmDatabaseHelper(14465): </plist>
05-22 10:51:03.041 I/TransInfo(14465): TransInfo created, id: 3, class: class com.pekall.emdm.transaction.c.b
05-22 10:51:03.049 D/NetworkThread(14465): [null:-1]->----isRunning-----true
05-22 10:51:03.049 D/NetworkThread(14465): [null:-1]->----isRunning-----true
05-22 10:51:03.049 D/NetworkThread(14465): [null:-1]->thread wakeup
05-22 10:51:03.056 D/NetworkThread(14465): [null:-1]->sendHttpPost:PostRequest, url: http://192.168.10.21/rest/mdm/v1/ios/android_server, Params: [content:<?xml version="1.0" encoding="UTF-8"?>
05-22 10:51:03.056 D/NetworkThread(14465): <!DOCTYPE plist PUBLIC "-//Apple//DTD PLIST 1.0//EN" "http://www.apple.com/DTDs/PropertyList-1.0.dtd">
05-22 10:51:03.056 D/NetworkThread(14465): <plist version="1.0">
05-22 10:51:03.056 D/NetworkThread(14465): <dict>
05-22 10:51:03.056 D/NetworkThread(14465): 	<key>Latitude</key>
05-22 10:51:03.056 D/NetworkThread(14465): 	<real>-1.0</real>
05-22 10:51:03.056 D/NetworkThread(14465): 	<key>Longitude</key>
05-22 10:51:03.056 D/NetworkThread(14465): 	<real>-1.0</real>
05-22 10:51:03.056 D/NetworkThread(14465): 	<key>CommandUUID</key>
05-22 10:51:03.056 D/NetworkThread(14465): 	<string>d1e883cd-29c8-4808-9391-32b56de7f058</string>
05-22 10:51:03.056 D/NetworkThread(14465): 	<key>Status</key>
05-22 10:51:03.056 D/NetworkThread(14465): 	<string>Error</string>
05-22 10:51:03.056 D/NetworkThread(14465): 	<key>UDID</key>
05-22 10:51:03.056 D/NetworkThread(14465): 	<string>00013fbc8ecec5b90000014621d2a3af</string>
05-22 10:51:03.056 D/NetworkThread(14465): </dict>
05-22 10:51:03.056 D/NetworkThread(14465): </plist>], 
05-22 10:51:03.056 D/HttpClient(14465): enable apache.http debug
05-22 10:51:03.064 V/DEBUG   (14465): HTTP 0
05-22 10:51:03.400 I/QueryController(15089): Matched selector: UiSelector[TEXT=2 ABC, CLASS=android.widget.Button, PACKAGE NAME=android] <<==>> [android.view.accessibility.AccessibilityNodeInfo@5eba77; boundsInParent: Rect(0, 0 - 203, 123); boundsInScreen: Rect(258, 569 - 461, 692); packageName: android; className: android.widget.Button; text: 2 ABC; contentDescription: Dot.; viewIdResName: android:id/key2; checkable: false; checked: false; focusable: true; focused: false; selected: false; clickable: true; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_FOCUS, ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_CLICK, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
